genesinput	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	Tregs	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
ACHE	15.11794931	16.64884729	22.12373672	13.42828841	27.18773248	18.44492663	13.44126834	14.80554182	24.65271196	33.65844838	16.65373849	13.44126834	16.37526833	13.6929629	1373.06962	48.58576071	16.71547355	193.1599772	13.9487779	20.50124852	40.41492672	22.76649356
ACIN1	139.0474537	158.4464728	330.1747356	607.3034461	1118.216156	535.7741638	478.6098994	1249.589982	504.0743734	191.2351825	654.4068823	486.3438163	367.4008296	329.5630671	619.2501319	583.7290177	351.7308775	346.4515744	347.0753101	208.9430586	284.3417628	327.7982402
ACLY	553.1404318	689.8432754	745.6236248	737.0135774	654.678697	982.2000845	1770.464722	939.1943945	1256.101781	802.9305144	895.7584774	1217.157376	772.7826189	829.5171849	1418.51616	814.2486746	951.0103715	1096.122992	1164.439338	904.7002008	718.2871821	657.6948589
ACN9	109.0856459	98.33453323	98.55965282	216.2592388	187.457543	283.0161268	390.3289952	152.3493123	43.34083696	128.7853	95.61841833	121.5674974	122.9801777	93.24778795	14.35631102	70.89892207	106.0403369	19.82776824	213.90605	109.3539345	37.74037964	73.98616758
ACO1	903.9499064	664.4377662	718.9456086	386.4964296	241.0650179	266.9632286	420.2085885	295.4826194	305.6443677	562.3107088	317.4115636	389.9205018	611.1195524	2244.987402	654.1488193	683.9657552	1137.878486	545.0188481	871.226367	679.3655969	342.6827384	464.3560149
ACO2	557.8198203	740.6982428	2754.457112	809.6587301	1025.896072	513.0848293	1230.928344	1209.410271	929.1502419	655.1057597	908.1223575	1214.000775	1103.99689	2040.86773	858.3637694	1286.764514	2510.889513	1281.774865	679.6802043	896.6027084	440.7509652	151.6041895
ACOT11	129.5124355	170.1192111	119.891114	46.04341015	89.29505406	171.731211	115.5734578	46.99800052	111.8624565	78.80485472	107.0024069	147.8123657	142.2467829	295.8431764	205.8757905	190.3314674	175.2477269	119.6221401	184.2067984	315.2014503	347.0270299	143.4379835
ACOT13	200.3544405	304.8259532	822.1072308	437.9767143	510.1418653	376.5042709	616.8325911	518.0757148	930.1520007	464.0492729	453.4858638	493.8657698	490.3657342	3544.470889	887.0564222	765.6359459	1332.490335	1902.110117	575.3840048	489.3398669	214.8598242	459.6795855
ACOT7	133.1694262	151.6040936	129.3703853	213.0670003	167.0152257	207.1959093	1340.184006	235.7125916	129.8241165	219.1556863	264.7536082	380.9079684	101.1911138	562.391207	224.3909452	527.1603378	713.6589394	285.9487823	376.8345548	369.151204	284.8504472	169.9768677
ACOT8	652.3251528	605.4263179	410.7234071	518.9104066	444.5391485	473.3335035	306.5163909	649.6445183	541.5459244	559.1878372	323.8123425	320.1491668	468.0000276	386.4270887	162.4577716	269.2219489	384.0360771	303.8501526	345.3927117	413.7829298	301.1650165	494.594208
ACOT9	77.19186517	79.53041773	565.4254511	415.0025521	116.8833739	549.5520606	309.9988975	302.381603	746.510111	510.5008859	344.4456236	510.348468	724.2066245	1130.624558	1297.567598	561.414313	777.9152769	2686.292995	1053.97821	1157.734857	3473.735157	122.1845416
ACOX1	115.2494578	128.0044824	185.6651043	162.9843731	167.687484	175.3835932	284.7146417	178.8557051	129.8903295	176.7892101	214.8217643	244.6328867	478.3648458	1126.009071	368.2381166	203.431251	485.7130796	475.673587	303.6624915	231.7469287	158.2770067	1392.822165
ACOX2	84.71006751	44.49826227	77.11890893	20.97710469	88.17850315	25.16701735	71.59701698	60.0902366	66.30552973	17.85925156	44.21965046	36.77578475	43.79480792	327.3277685	25.94199971	21.01802054	98.1422349	21.41855962	27.17389681	92.3938876	19.26775467	23.21229584
ACOX3	118.6340114	129.4870046	263.103889	113.0678535	138.4046988	104.8110383	265.0884262	241.3081778	45.94321997	194.2680903	143.1169971	149.4255108	187.902881	280.8045749	466.6250947	188.3816197	293.1557983	377.4458997	163.4381179	99.11369037	70.18021868	88.01096815
ACOXL	4.011429279	3.416523491	4.182493252	2.158570042	2.462857556	2.525976771	3.436589508	4.23966252	29.40350955	45.28196043	2.489275272	4.751056832	3.108721168	3.591991316	3.047806146	8.087608443	3.926992851	3.34194132	3.805030821	6.291369738	6.597316097	4.758766945
ACP1	592.8600529	750.5077463	1018.641928	1047.501751	1016.999623	951.2228505	1111.172726	645.743467	1017.327727	631.0362013	703.4808333	757.5206721	461.0358332	543.0838352	617.1009727	446.453328	501.3807439	573.3864308	780.4248645	805.7989229	254.6692395	116.1612449
ACP2	420.0370653	403.4669564	1289.96859	345.4681502	327.128798	545.7423528	422.3797564	451.7584563	527.2484143	543.7921183	455.0464121	450.4764191	797.9628487	2281.033989	6195.927488	2609.723587	1103.636381	1887.882203	445.1586484	643.3694497	491.1796684	413.9848075
ACP5	605.8973843	1935.201479	1120.104684	306.3125193	744.6565995	557.8198203	248.5469318	711.9497439	958.9160181	493.96912	340.8201368	239.2770679	512.9313823	13644.1723	1062.475909	7633.960182	13825.05363	3989.865169	263.4979304	323.3812772	860.5633739	307.1427978
ACP6	301.2171611	394.2110173	695.9857945	668.5553191	670.2708554	630.2505512	301.9508289	367.6750359	984.0691518	820.044944	503.7052901	250.750217	335.8887942	282.2630826	192.0869901	314.827398	316.079366	276.3986881	230.8473256	196.8703212	708.5682113	754.2365034
ACPP	314.5877677	194.5671285	148.0216968	49.89924256	73.22426678	64.55045854	53.89433077	68.6307379	25.90135921	183.6820905	75.03604898	73.33196188	595.0154616	131.5828254	575.8478308	191.7501636	215.1894465	315.3338073	253.3943927	257.274841	1992.864941	852.066722
ACRV1	1015.351605	841.0018481	549.7563648	211.1722593	170.526428	253.0108447	185.3229319	180.9652013	469.0940509	423.2440186	224.4975186	229.1645593	272.0782599	223.8535405	182.8070907	138.3048999	274.7893953	253.6486804	147.2241011	156.8021462	296.4832747	696.8139604
ACSBG1	141.8478794	151.1548379	174.7626148	70.6073572	105.4403669	48.24358597	29.75313496	100.1368475	32.39710038	60.35304252	72.50799956	39.72810303	64.4152219	68.82049229	55.54431252	65.481933	56.9668478	67.01225952	61.02566211	50.12450218	131.3698128	143.9337028
ACSBG2	550.406069	324.71152	148.5655127	128.0712225	86.91691093	203.0783034	135.8294143	50.56172691	85.26793315	266.6101493	104.1447069	113.0103042	110.3631526	113.6485112	90.75005803	68.92262269	112.3392477	121.3174778	66.60968848	56.59534081	102.2785287	324.8686512
ACSF2	55.07336127	79.36422928	53.18618211	38.69638187	27.36083709	73.92197088	50.81967419	45.59285759	135.4688274	9.385167394	120.5696695	35.33665687	76.90220591	170.862961	40.36292074	210.0739242	158.2433755	88.136074	145.1553459	77.26255256	150.7299489	20.21189817
ACSL1	199.363053	274.294333	178.6776719	215.9346425	229.4127009	212.6066681	387.7153516	312.0785455	216.0284755	354.976843	332.877718	339.5443566	2140.849721	3484.534633	4034.52042	919.8846228	1110.928491	1786.860861	1621.758505	4308.882932	856.8980165	8508.447134
ACSL3	224.4647416	202.3697643	196.5115537	319.2527008	340.0169777	216.690843	313.0593206	239.1833006	154.2249243	236.8321005	333.0877072	366.4724113	313.9388588	818.1539013	523.8832755	441.6350381	702.0961078	460.0144311	356.920037	391.9641115	333.2962202	310.8669013
ACSL5	691.3579922	779.6026983	405.3821225	588.1596199	641.8482849	893.2042353	482.4429323	567.2078106	904.5170499	829.9892012	884.8356157	740.0680231	612.3732525	524.7256016	359.2155608	419.8861645	527.685538	257.9802026	474.8964986	451.0049014	504.2709283	472.9125331
ACSL6	181.4820226	116.95885	121.1958348	221.9292594	178.9803507	314.3574399	186.537586	215.9013618	122.459218	128.0132457	55.95176894	65.37231327	61.05996356	47.94924113	13.29827708	34.65893963	48.68549493	57.62210917	53.33119249	33.42953521	73.69494271	99.06900115
ACSM1	4.273621867	3.980350373	6.744747444	3.762747848	27.46127525	5.19508538	3.807870165	15.22236138	22.82798313	6.292118842	13.17346732	4.751056832	4.448073914	4.152351439	11.03474465	8.59290329	4.519323965	4.645374422	8.018121782	4.339774951	16.63575399	5.232400634
ACSM3	61.0616355	64.71436638	68.84638482	165.1160074	191.4053509	88.61808798	68.18067906	64.26624737	46.60579696	81.36434794	132.0424684	40.17569562	71.81704164	47.93381078	24.80221189	93.78776244	101.8472581	64.49000483	159.5390657	78.31347013	389.6782277	88.53485049
ACSM5	267.6254928	195.9486465	172.4089256	63.56426504	11.07886417	71.96955486	51.24052208	77.49515583	173.2929788	136.9819061	62.69299612	64.80136266	76.33745403	110.4138628	77.23468675	248.5469318	165.6448724	96.46498801	45.47105951	34.30636621	55.23867005	205.7829931
ACSS3	385.6302551	305.8316017	258.4783862	137.8157275	112.423036	131.6574466	132.0101224	119.9369654	228.6314833	297.2829224	140.208925	137.0201675	172.0007695	110.6938728	98.02150804	87.16147336	145.3908715	122.5519786	128.6427816	136.6691942	214.5715548	277.9594263
ACTA1	11.90225884	14.83025893	18.63943005	49.01241104	78.74695121	6.958858985	20.15690171	79.20083093	54.82036196	8.813736633	52.96919708	44.09041086	20.97029468	20.50282463	141.6473653	45.32346075	29.41734087	35.87932453	18.01053445	34.58984219	73.42291113	44.52118569
ACTA2	136.641481	185.0737352	384.3034128	520.6307364	298.7078398	341.8769768	677.7138981	945.5148887	1095.324268	351.654478	495.7662717	463.8672107	366.5512806	519.0491451	754.2842565	234.1716363	722.200686	816.453194	429.7638963	436.9077639	269.3589416	528.5113742
ACTB	16167.182	20343.42016	11487.88902	18799.62899	11885.1113	20755.85833	22380.29444	20437.69231	26033.59706	11507.5767	23433.67121	38944.01868	25029.37736	23727.80043	36524.44074	29346.77427	26914.64487	29800.42108	11555.78257	19397.49272	19166.1141	17337.20405
ACTC1	271.636204	271.4747279	168.217946	233.1418776	234.7672258	282.820848	227.5983486	306.8296547	226.1475135	83.73421979	180.5744698	229.8436826	222.8180305	240.2553532	363.3178954	185.5331312	234.749098	231.59716	180.8620044	139.069419	161.2813741	434.8355777
ACTG1	13410.01483	18099.37343	14574.73469	20486.96766	16862.16904	21173.52695	32553.88074	28620.51024	20457.34226	20457.34226	19959.03653	25306.94005	18921.47848	25029.37736	23708.69239	14760.66611	20486.96766	23964.47157	24588.87788	27281.45794	12966.77959	14667.7004
ACTG2	163.0482528	119.2519022	143.8681079	219.1754144	170.0968247	168.217946	145.0112733	214.3909973	291.5233328	57.10420159	184.627063	182.0839485	206.7108905	201.370806	277.1912532	124.0474858	181.7557671	176.2842981	145.516661	183.7735989	126.9065918	216.9829587
ACTL6A	115.5734578	216.3936563	315.958556	280.0759626	359.6153524	406.0721703	1138.959696	502.1557384	91.33333135	475.3335325	236.6774685	491.7104207	340.127033	364.0321506	233.2462403	266.9632286	414.9528672	227.9349387	597.6834851	435.4534384	145.8825573	76.52386605
ACTL6B	7.6068206	7.995756554	9.261514296	6.439271422	7.891261143	5.986422245	8.474371761	8.533286435	12.03118645	12.6151533	5.999511981	7.2018537	8.545565383	8.096518946	10.39919641	7.902366544	8.609679511	9.929937139	7.766212637	11.34380147	8.218156789	8.710640572
ACTL7A	12.13897809	10.6943295	23.81586063	14.09467226	15.76945271	10.0823446	8.750532337	9.363086734	12.84313567	23.17294538	13.40370453	13.00060521	15.0192815	14.89973808	27.12597858	15.00745518	10.88205838	19.67569802	8.966417627	13.18390865	24.79034566	17.91189762
ACTL7B	18.188607	22.32841104	45.86348711	19.29614598	8.359413914	15.52894714	16.11115902	15.37842878	9.988700366	15.72104591	22.39353478	17.41584373	22.52937555	15.3368305	24.99367891	13.71677829	17.27782774	18.21872267	24.65490343	41.52240344	65.41209304	20.2327279
ACTL8	19.63907511	15.3812037	15.97030854	21.83792042	21.76582154	23.08754551	26.74266823	29.07388553	21.52724438	22.09054828	21.08384733	18.65300514	26.0665261	22.81584944	76.88528588	67.28417387	24.16247714	32.83085122	20.14925393	21.68836281	27.5056687	32.50599131
ACTN1	119.1973269	102.8723912	84.47641322	1588.211302	2109.215451	685.9618476	496.7966412	1798.085572	583.70154	212.982844	271.8480922	350.6402231	1179.644023	2329.840541	1168.936948	1240.221607	2231.61199	1072.480576	221.6072529	349.0491969	1932.711943	4166.236807
ACTN2	130.6987203	76.20842001	136.2875659	41.29632123	35.19621555	79.28558945	70.72102235	57.88335321	79.13222871	96.27790878	35.47159109	48.77266347	35.38439281	41.2406067	81.00255361	30.23934868	72.68002672	45.76989656	41.48499844	22.71713281	53.95387114	122.2513687
ACTN3	219.8680921	165.8852429	96.08541073	111.1773758	158.2132158	150.0472692	61.26982624	136.7481943	152.8914457	114.7581625	123.840905	102.7089009	131.9689961	122.7514896	120.3144505	93.22802803	84.68036735	137.0479257	102.3290248	125.4032718	187.7402057	207.792294
ACTN4	892.770919	587.3786167	585.2322675	386.0519577	510.348468	536.1485673	492.0692023	266.6771206	1238.122976	865.2858698	443.8569378	541.920826	417.5782899	348.873345	571.406357	447.0853908	478.3845141	601.7523003	252.3030479	322.8902603	756.6607581	922.0243202
ACTR10	829.3969818	936.1413501	1575.591992	1923.316722	2027.803005	2030.067738	1357.871077	1772.000761	1151.713961	2743.177811	2274.377266	2366.007779	1907.948497	2534.705226	1828.709825	1720.886888	2010.027413	2008.589615	3609.893882	2920.855733	2183.980771	1612.868314
ACTR1A	152.0678903	340.5015814	488.8088637	498.1030945	444.0755305	447.7619209	579.3126774	654.9370497	654.6338409	654.0171126	756.205024	801.8866109	759.4707417	969.2088835	2139.893467	1051.1799	831.3942748	1012.79856	687.4841618	652.155564	589.554577	860.5453437
ACTR1B	1411.676691	1067.892197	1039.318466	1095.378605	1362.477481	1082.637	849.3909061	1591.775734	2132.284615	818.4689359	943.2432068	728.6692548	740.056325	774.2394882	510.1418653	680.274748	772.8413662	787.5869784	582.1962753	712.5213559	689.3807752	806.7685897
ACTR2	3541.52782	3613.180328	1414.597486	4408.98895	4121.909	4825.475311	3860.541888	5004.969419	3361.955625	1902.654195	6422.000699	6855.323386	5995.961329	4531.232732	2867.607058	3046.906053	6523.461314	3695.20354	4189.294544	3230.539852	3758.604969	4657.519711
ACTR3	2456.105528	4296.386553	1729.947135	4646.728199	3999.017687	4853.925118	6446.190409	6129.95289	2606.801996	4805.94118	5281.846633	7744.01596	4483.797746	5577.343141	4287.536344	2824.763139	5721.571325	4527.951225	5718.342103	4445.100498	5280.536135	5225.092961
ACTR3B	60.74358663	54.34482181	8.439383107	119.0158381	222.3082742	111.9678933	141.1803804	111.4685273	34.3737779	103.3207578	83.69833937	93.8694551	70.84073794	54.38104759	61.98706623	85.67382519	115.6839038	102.8663914	236.2914994	179.9332715	77.41771764	106.751413
ACTR5	666.5458457	632.683291	440.8029337	433.8777268	395.8515299	427.2653718	303.2499758	592.3641659	339.8998023	375.3559259	392.9691108	344.2955687	310.8863649	205.5573292	250.5655227	191.3375711	205.001956	239.0654211	254.666377	293.0053997	359.2621903	227.0417243
ACTR6	136.3908213	125.4007657	135.3722907	628.2156413	645.9828038	708.674897	646.4616528	630.7749174	176.3277154	1172.406219	559.127998	418.1169425	304.0096137	338.9239422	724.3095526	273.4814448	342.7899374	421.3516636	818.6968489	676.7861561	265.7726352	71.62273396
ACTR8	533.8423932	494.5684933	262.5267799	342.3616024	180.1305047	352.9280319	248.2954165	198.1319889	236.0905927	429.9618812	273.6628694	270.2892873	266.1587792	315.6456049	222.9423297	217.6161372	312.6336975	302.4552094	341.395902	338.7409833	320.1659266	372.8852626
ACVR1	196.9409648	213.2235779	259.0178454	361.9443692	422.6845426	758.8281481	1009.55877	405.8139941	474.549249	398.8165344	144.5046059	175.6975199	571.9808303	956.6014046	656.9831726	544.9260342	1003.679004	685.0877713	1536.082234	1535.863494	124.624583	157.6520602
ACVR1B	149.136797	124.0811314	98.06160177	136.3233738	157.2948548	155.6717837	123.1829221	151.7313169	68.93993786	161.4056896	147.0972763	179.1601159	271.1277598	255.0821359	247.3493943	148.1833551	153.8741415	174.02239	144.335493	151.3382372	286.4834767	261.0887405
ACVR2A	797.8718753	531.876274	392.2624492	295.0782132	351.1290483	415.5193079	187.9865712	246.9397124	204.8618174	528.6733587	378.165477	248.6383328	446.218383	349.8873239	576.4874937	501.4144678	604.318479	891.1272567	177.0322303	232.8446456	184.5139077	527.9904192
ACVR2B	859.9238844	783.7623115	509.7876076	392.9516054	296.7239953	388.0024874	218.5513582	237.5017836	656.6883563	470.124704	503.0845172	380.2322774	371.7749026	346.9731081	270.4904287	224.4647416	348.0786979	364.0783994	289.2590198	274.8868696	507.9109447	591.5892762
ACVRL1	26.84183085	64.38412725	207.2614073	116.8306529	227.283923	115.5734578	20.8510013	202.6336824	51.31879996	84.56446661	29.0934368	27.41887495	88.24081444	167.5014512	211.0302803	56.51547019	68.79560575	69.21328439	126.5723102	86.01785235	80.88893388	54.20245744
ACY1	125.7640655	110.6193596	114.6450548	194.1770021	183.64099	65.51733442	401.8384715	253.3669868	330.6073522	312.4570183	232.9311927	235.5590589	202.2130161	410.526215	125.1842783	585.4690195	412.5392001	447.8672178	549.8703205	523.767651	61.31954896	155.3527282
ACYP1	127.2849284	343.3579569	155.9012195	391.0226918	527.9213668	678.8717269	845.1017854	346.0439646	192.5210161	516.2756059	354.1970274	395.8515299	79.31414137	226.2482297	88.53634658	185.8624043	127.8017144	124.1735035	305.7270753	235.3848596	44.70322287	11.99927841
ACYP2	351.2393195	449.41891	665.2076215	361.8174542	302.9178687	486.3438163	371.7158904	206.160013	196.1148398	642.4756376	390.0452801	291.1304361	389.2351692	354.6816388	298.2898502	414.5303393	346.1176596	254.1704894	399.2586106	333.1003947	243.6389847	202.2657526
ADA	99.64134536	191.385681	569.8418218	923.7070894	745.2959976	928.3177587	294.8655196	543.9092823	623.7859431	932.2342842	1393.829595	567.2078106	275.6589984	209.4853251	1889.695827	1581.781078	107.9004138	542.0439779	438.8011434	834.95083	209.5971433	89.40367485
ADAM10	292.7799926	343.960768	299.3668902	358.0068649	433.3278751	405.530687	257.4571662	601.4942329	695.1753906	297.819439	511.6061282	490.6349559	653.219283	699.3030203	274.9365739	612.9149004	578.9006201	252.855981	300.552761	256.6330201	181.9561652	625.2491824
ADAM11	42.35560264	22.25532462	27.12597858	46.42953303	123.701236	44.27072755	32.13147998	66.14136755	39.10977818	18.01816186	41.08003449	37.32474389	50.00993385	51.76428879	252.2799806	47.49858019	44.67545356	52.02090828	34.37635656	66.17085214	47.36803407	45.01341501
